	ncbitaxon	rhea	predicate	chebi	uniprotkb
282	NCBITaxon:2779519	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7S7M7P0
283	NCBITaxon:1734395	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A101VAN0
284	NCBITaxon:1734399	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A101WQD1
285	NCBITaxon:329854	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A139L2I8
286	NCBITaxon:28116	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A139L3T8
287	NCBITaxon:1797331	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3GJX5
288	NCBITaxon:1797924	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F9R989
289	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A971Y642
290	NCBITaxon:2448050	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A971YA58
291	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A971YWZ6
292	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A971ZJR1
293	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A975HBB9
294	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A972EMA4
295	NCBITaxon:2231116	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A975LKJ6
296	NCBITaxon:2838567	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D2IGG3
297	NCBITaxon:2838609	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D2JAE5
298	NCBITaxon:2053527	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A660PXS8
299	NCBITaxon:2250710	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A660SC94
300	NCBITaxon:1273103	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:S7J7U2
301	NCBITaxon:999898	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0J1FEC8
302	NCBITaxon:200989	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2T4UAN3
303	NCBITaxon:1898203	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A352SER0
304	NCBITaxon:1506	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A352NY48
305	NCBITaxon:2030800	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A353CUB2
306	NCBITaxon:2137878	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A942KYW5
307	NCBITaxon:2093370	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A942MMF8
308	NCBITaxon:2052147	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A966FNE0
309	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970G7I8
310	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970G2I2
311	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970T2D5
312	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970TIA9
313	NCBITaxon:2030808	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970TIF8
314	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970TTS9
315	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970XNP4
316	NCBITaxon:2049046	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A971A8Y1
317	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970XQU2
318	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970XT25
319	NCBITaxon:1421003	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2G8DEW3
320	NCBITaxon:1408	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2G8IWA5
322	NCBITaxon:2830656	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8T4K4M0
323	NCBITaxon:1797896	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F9LYP3
324	NCBITaxon:930146	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H8BZF1
325	NCBITaxon:215200	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H8G8I2
326	NCBITaxon:2652293	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6L5Y9F2
327	NCBITaxon:69710	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6P1Y3C7
329	NCBITaxon:2202144	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C4QA95
330	NCBITaxon:1400053	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:U5Q898
331	NCBITaxon:33015	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A6NI89
332	NCBITaxon:2172550	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3N9NGM8
333	NCBITaxon:2268206	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A972IN92
334	NCBITaxon:2268192	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A972L0M0
335	NCBITaxon:2840730	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D1E0V9
336	NCBITaxon:2840941	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D1F5R6
337	NCBITaxon:1122953	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2S5EG05
338	NCBITaxon:1122953	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2S5EGG5
339	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2V2DD40
340	NCBITaxon:2137877	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2V2GAF4
341	NCBITaxon:45668	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A845DQD2
342	NCBITaxon:2818044	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8J8B393
343	NCBITaxon:2818044	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8J8B0S6
344	NCBITaxon:1533	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M4TV88
345	NCBITaxon:1121132	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M7SKF2
346	NCBITaxon:890399	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V1PFR2
347	NCBITaxon:1852914	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V6A1A9
348	NCBITaxon:1866935	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V6AD83
349	NCBITaxon:626929	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Y4JTG3
351	NCBITaxon:2603622	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5C8MUJ8
352	NCBITaxon:2172550	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A660YLB8
353	NCBITaxon:1869227	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A661AB26
354	NCBITaxon:1869227	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A661AMU8
355	NCBITaxon:1869227	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A661BH16
357	NCBITaxon:1053226	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:J8HZL2
358	NCBITaxon:853	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:Q2QIH0
359	NCBITaxon:1053224	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:R8I3L9
360	NCBITaxon:1235787	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:R9I3U0
361	NCBITaxon:1294142	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:U2Q1D7
362	NCBITaxon:1337888	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:U2WQI1
363	NCBITaxon:1898206	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3C1ZFN1
364	NCBITaxon:169435	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3E3IMY0
365	NCBITaxon:39491	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A415JUV2
366	NCBITaxon:2485925	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A928MAG9
367	NCBITaxon:2485925	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A928MNC2
368	NCBITaxon:2052148	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A937XAV7
369	NCBITaxon:1478221	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A267MJY0
370	NCBITaxon:2030808	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2G6BN72
371	NCBITaxon:69208	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A919VF70
372	NCBITaxon:1499966	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0S6VQG1
373	NCBITaxon:1376	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A178HE30
374	NCBITaxon:2743610	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A544QYL1
375	NCBITaxon:622671	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A562RRH6
376	NCBITaxon:2599618	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5C5T5I7
377	NCBITaxon:1161912	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:K2PMJ4
378	NCBITaxon:666686	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:N0AVX0
379	NCBITaxon:1262930	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:R6ALZ3
380	NCBITaxon:1263040	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:R6C3Z9
381	NCBITaxon:1263011	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:R6DNR7
382	NCBITaxon:2292953	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A5R4N1
383	NCBITaxon:2292952	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A5RT25
384	NCBITaxon:2292915	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A6BM81
385	NCBITaxon:2302943	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A6JCL9
386	NCBITaxon:1755241	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3E2TH77
387	NCBITaxon:759821	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3E2NEH4
388	NCBITaxon:853	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3E2VAT6
389	NCBITaxon:853	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3E2VYB8
392	NCBITaxon:2491047	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3P1Y7G3
393	NCBITaxon:28113	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3P2A3P2
394	NCBITaxon:2052184	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A972SWS2
395	NCBITaxon:2026760	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A972VJD3
396	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D0M7K0
397	NCBITaxon:2838580	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9E2KMI7
398	NCBITaxon:1463664	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A421CFA5
399	NCBITaxon:33035	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4P6LSS1
400	NCBITaxon:2940648	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AA43LGL3
401	NCBITaxon:3047874	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AA95MZK2
403	NCBITaxon:445932	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:B2KEH0
404	NCBITaxon:536227	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:C6PQ05
405	NCBITaxon:655811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:C7HSG8
406	NCBITaxon:2053465	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N5ZBY0
407	NCBITaxon:2053465	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N5ZBZ2
408	NCBITaxon:2053305	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N5ZS04
409	NCBITaxon:1421002	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2T7N330
410	NCBITaxon:2026734	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A937NG89
411	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A937NYT3
412	NCBITaxon:33953	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A939IGG9
413	NCBITaxon:1898203	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A939TYR0
414	NCBITaxon:2833582	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A942SNW2
415	NCBITaxon:1872444	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A942Y1U9
416	NCBITaxon:59823	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A943DZA0
417	NCBITaxon:2811711	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A943CM06
418	NCBITaxon:1123289	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A259UWD6
419	NCBITaxon:1641393	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A117LXL1
420	NCBITaxon:1184387	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A117M1F5
421	NCBITaxon:1635274	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A117M5I6
422	NCBITaxon:1236046	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A117M657
423	NCBITaxon:1453497	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A176K445
424	NCBITaxon:255247	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1B1Z5S1
425	NCBITaxon:1227550	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A511RH93
426	NCBITaxon:94136	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A511W5E9
427	NCBITaxon:77133	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:K2CA09
428	NCBITaxon:1392	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:Q81M67
429	NCBITaxon:1111454	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:U7ULN9
430	NCBITaxon:1111454	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:U7UQ86
431	NCBITaxon:547042	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:S0F825
432	NCBITaxon:1111134	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:U7UDD5
433	NCBITaxon:1111133	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:U7UVN7
434	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D5NPV5
435	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X9CYV4
436	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X9D5M9
437	NCBITaxon:33051	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7Y7UU33
438	NCBITaxon:1133319	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A840D5D7
439	NCBITaxon:1185653	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1C7DI03
440	NCBITaxon:1797171	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F2QFN5
441	NCBITaxon:571933	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H9A862
442	NCBITaxon:1796613	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4S2DEA5
443	NCBITaxon:1913989	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A525CH84
444	NCBITaxon:679937	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:F3ZRI0
445	NCBITaxon:1209989	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:F4LS10
446	NCBITaxon:2485925	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A316RQZ5
447	NCBITaxon:2052159	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A316RVV8
448	NCBITaxon:2144175	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A346AZM2
449	NCBITaxon:2293005	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A373TFV6
450	NCBITaxon:2293144	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A374HQM9
451	NCBITaxon:39488	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A374NWD4
452	NCBITaxon:2364878	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A9SCC6
453	NCBITaxon:2364879	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A9TAR1
454	NCBITaxon:2053509	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A836VY43
455	NCBITaxon:932217	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A844FHI4
456	NCBITaxon:1491	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A846J6S1
457	NCBITaxon:52561	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8G2C097
462	NCBITaxon:745368	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1T4W8Q1
463	NCBITaxon:1943580	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V4AK97
466	NCBITaxon:1971633	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1W9SJB6
467	NCBITaxon:1965664	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Y3RY53
468	NCBITaxon:1965645	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Y3WT00
469	NCBITaxon:33037	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6N2RHU2
470	NCBITaxon:1869227	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C5V8P0
471	NCBITaxon:1869227	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C5VAB2
472	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6SYS7
473	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6WY55
474	NCBITaxon:46506	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7J5LKC3
475	NCBITaxon:1219626	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A095XY58
476	NCBITaxon:1628206	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0J6L627
477	NCBITaxon:1122219	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0J6WZL6
478	NCBITaxon:2547811	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4R5VPJ8
479	NCBITaxon:1396	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X3FJ89
480	NCBITaxon:2292288	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AA92VEJ3
481	NCBITaxon:497725	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AA94KS22
482	NCBITaxon:470146	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:C0B8K4
483	NCBITaxon:39490	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2V1JLX2
484	NCBITaxon:379075	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A315Z698
485	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A357T911
486	NCBITaxon:989	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A368UQB9
488	NCBITaxon:1898203	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A927U0Q0
489	NCBITaxon:2030800	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A934AR70
490	NCBITaxon:2053570	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A942RD64
491	NCBITaxon:2599937	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A951R7E6
492	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A951R8G9
493	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A951S9R2
494	NCBITaxon:1911684	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2K9AJN2
495	NCBITaxon:302167	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2K9IX16
496	NCBITaxon:1548213	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2P6MKA7
497	NCBITaxon:1978231	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2P6WF16
498	NCBITaxon:1428	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A437SJ12
501	NCBITaxon:1294297	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4S3M693
502	NCBITaxon:2568653	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4S4B5Y6
503	NCBITaxon:2568878	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4S4HWP5
504	NCBITaxon:1734049	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4V6NSE5
505	NCBITaxon:1639	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3T1L9B5
508	NCBITaxon:2053527	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A419FE06
509	NCBITaxon:2512121	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4Q7QSS8
510	NCBITaxon:1639035	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4Q7VK13
512	NCBITaxon:1236548	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9W5LJJ4
513	NCBITaxon:2829491	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X3CQ27
514	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2E3SRN7
515	NCBITaxon:1095383	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7U9EQ12
516	NCBITaxon:1898203	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7U9RSQ0
517	NCBITaxon:2735436	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7U9TIK3
521	NCBITaxon:1552123	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X1DMD0
522	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X6QG42
523	NCBITaxon:1506	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X6TXT7
524	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X6TZ75
525	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X6UJC4
526	NCBITaxon:2053624	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X6VN93
527	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X6ZE78
528	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X6TM57
529	NCBITaxon:1236046	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7Z7LCP8
530	NCBITaxon:1798559	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F4RGV0
531	NCBITaxon:1520825	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G5AGW2
532	NCBITaxon:1802590	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F4UG19
533	NCBITaxon:419481	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G5HI97
534	NCBITaxon:2560027	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4Z0QMD4
535	NCBITaxon:2018669	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4Z0R805
536	NCBITaxon:2606906	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5D8QA94
537	NCBITaxon:936574	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:X8GUU4
538	NCBITaxon:1401079	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:X8IQX6
539	NCBITaxon:1339280	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A015YE58
540	NCBITaxon:1403537	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A017RUE9
541	NCBITaxon:1300915	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0D6QDP8
542	NCBITaxon:285983	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0D6ZAA7
543	NCBITaxon:2268124	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A367ZMZ5
544	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3C1Q7W0
545	NCBITaxon:2026760	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D8A8P8
546	NCBITaxon:2292239	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X8GME6
547	NCBITaxon:1399	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AA46PQ28
548	NCBITaxon:1178537	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AAC9IKR8
549	NCBITaxon:1296	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7T4PTM2
550	NCBITaxon:946435	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7T5BU09
